"County","Year","Female Population","Male Population"
"Tipperary","1884","94412","96514"
"Tipperary","1885","92964","95066"
"Tipperary","1886","91516","93618"
"Tipperary","1887","90069","92171"
"Tipperary","1888","88621","90723"
"Tipperary","1889","87174","89276"
"Tipperary","1890","85726","87828"
"Tipperary","1891","86807","86381"
"Tipperary","1892","86052","85626"
"Tipperary","1893","85297","84871"
"Tipperary","1894","84542","84116"
"Tipperary","1895","83787","83361"
"Tipperary","1896","83032","82606"
"Tipperary","1897","82278","81852"
"Tipperary","1898","81523","81097"
"Tipperary","1899","80768","80342"
"Tipperary","1900","80013","79587"
"Tipperary","1901","81399","78833"
"Tipperary","1902","80900","78334"
"Tipperary","1903","80402","77836"
"Tipperary","1904","79903","77337"
"Tipperary","1905","79405","76839"
"Tipperary","1906","78907","76341"
"Tipperary","1907","78408","75842"
"Tipperary","1908","77910","75344"
"Tipperary","1909","77411","74845"
"Tipperary","1910","76913","74347"
"Tipperary","1911","78584","73849"
"Tipperary","1912","78201","73466"
"Tipperary","1913","77818","73083"
"Tipperary","1914","77436","72701"
"Tipperary","1915","77053","72318"
"Tipperary","1916","76671","71936"
"Tipperary","1917","76288","71553"
"Tipperary","1918","75906","71171"
"Tipperary","1919","75523","70788"
"Tipperary","1920","75141","70406"
"Tipperary","1921","74758","70023"
"Tipperary","1922","74376","69641"
"Tipperary","1923","73993","69258"
"Tipperary","1924","73611","68876"
"Tipperary","1925","73228","68493"
"Tipperary","1926","72904","68111"
"Tipperary","1927","72636","67843"
"Tipperary","1928","72369","67576"
"Tipperary","1929","72102","67309"
"Tipperary","1930","71834","67041"
"Tipperary","1931","71567","66774"
"Tipperary","1932","71300","66507"
"Tipperary","1933","71032","66239"
"Tipperary","1934","70765","65972"
"Tipperary","1935","70498","65705"
"Tipperary","1936","72397","65438"
"Tipperary","1937","72354","65395"
"Tipperary","1938","72312","65353"
"Tipperary","1939","72270","65311"
"Tipperary","1940","72227","65268"
"Tipperary","1941","72185","65226"
"Tipperary","1942","72143","65184"
"Tipperary","1943","72100","65141"
"Tipperary","1944","72058","65099"
"Tipperary","1945","72016","65057"
"Tipperary","1946","70999","65015"
"Tipperary","1947","70685","64701"
"Tipperary","1948","70371","64387"
"Tipperary","1949","70058","64074"
"Tipperary","1950","69744","63760"
"Tipperary","1951","69866","63447"
"Tipperary","1952","69580","63161"
"Tipperary","1953","69294","62875"
"Tipperary","1954","69008","62589"
"Tipperary","1955","68722","62303"
"Tipperary","1956","67398","62017"
"Tipperary","1957","66930","61549"
"Tipperary","1958","66463","61082"
"Tipperary","1959","65996","60615"
"Tipperary","1960","65529","60148"
"Tipperary","1961","64141","59681"
"Tipperary","1962","64084","59624"
"Tipperary","1963","64027","59567"
"Tipperary","1964","63970","59510"
"Tipperary","1965","63913","59453"
"Tipperary","1966","63416","59396"
"Tipperary","1967","63545","59525"
"Tipperary","1968","63674","59654"
"Tipperary","1969","63803","59783"
"Tipperary","1970","63932","59912"
"Tipperary","1971","63523","60042"
"Tipperary","1972","64125","60644"
"Tipperary","1973","64728","61247"
"Tipperary","1974","65331","61850"
"Tipperary","1975","65934","62453"
"Tipperary","1976","66536","63055"
"Tipperary","1977","67139","63658"
"Tipperary","1978","67742","64261"
"Tipperary","1979","68877","64864"
"Tipperary","1980","69324","65311"
"Tipperary","1981","69503","65758"
"Tipperary","1982","69729","65984"
"Tipperary","1983","69956","66211"
"Tipperary","1984","70182","66437"
"Tipperary","1985","70409","66664"
"Tipperary","1986","69728","66891"
"Tipperary","1987","69419","66582"
"Tipperary","1988","69111","66274"
"Tipperary","1989","68803","65966"
"Tipperary","1990","68495","65658"
"Tipperary","1991","67422","65350"
"Tipperary","1992","67538","65466"
"Tipperary","1993","67655","65583"
"Tipperary","1994","67771","65699"
"Tipperary","1995","67888","65816"
"Tipperary","1996","67602","65933"
"Tipperary","1997","68157","66488"
"Tipperary","1998","68713","67044"
"Tipperary","1999","69269","67600"
"Tipperary","2000","69825","68156"
"Tipperary","2001","70381","68712"
"Tipperary","2002","70863","69268"
"Tipperary","2003","72500","70905"
"Tipperary","2004","74138","72543"
"Tipperary","2005","75775","74180"
"Tipperary","2006","73426","75818"
"Tipperary","2007","74179","76571"
"Tipperary","2008","74932","77324"
"Tipperary","2009","75685","78077"
"Tipperary","2010","76438","78830"
"Tipperary","2011","79170","79584"
"Tipperary","2012","79186","79600"
"Tipperary","2013","79203","79617"
"Tipperary","2014","79220","79634"
"Tipperary","2015","79237","79651"
"Tipperary","2016","79885","79668"
"Waterford","1841","95576","100611"
"Waterford","1842","94022","99057"
"Waterford","1843","92469","97504"
"Waterford","1844","90916","95951"
"Waterford","1845","89363","94398"
"Waterford","1846","87810","92845"
"Waterford","1847","86257","91292"
"Waterford","1848","84704","89739"
"Waterford","1849","83151","88186"
"Waterford","1850","81598","86633"
"Waterford","1851","78955","85080"
"Waterford","1852","77441","83566"
"Waterford","1853","75927","82052"
"Waterford","1854","74413","80538"
"Waterford","1855","72899","79024"
"Waterford","1856","71385","77510"
"Waterford","1857","69872","75997"
"Waterford","1858","68358","74483"
"Waterford","1859","66844","72969"
"Waterford","1860","65330","71455"
"Waterford","1861","64310","69942"
"Waterford","1862","63739","69371"
"Waterford","1863","63168","68800"
"Waterford","1864","62597","68229"
"Waterford","1865","62026","67658"
"Waterford","1866","61455","67087"
"Waterford","1867","60884","66516"
"Waterford","1868","60313","65945"
"Waterford","1869","59742","65374"
"Waterford","1870","59171","64803"
"Waterford","1871","59078","64232"
"Waterford","1872","58469","63623"
"Waterford","1873","57861","63015"
"Waterford","1874","57253","62407"
"Waterford","1875","56645","61799"
"Waterford","1876","56037","61191"
"Waterford","1877","55428","60582"
"Waterford","1878","54820","59974"
"Waterford","1879","54212","59366"
"Waterford","1880","53604","58758"
"Waterford","1881","54618","58150"
"Waterford","1882","53822","57354"
"Waterford","1883","53027","56559"
"Waterford","1884","52232","55764"
"Waterford","1885","51436","54968"
"Waterford","1886","50641","54173"
"Waterford","1887","49846","53378"
"Waterford","1888","49050","52582"
"Waterford","1889","48255","51787"
"Waterford","1890","47460","50992"
"Waterford","1891","48054","50197"
"Waterford","1892","47452","49595"
"Waterford","1893","46851","48994"
"Waterford","1894","46249","48392"
"Waterford","1895","45648","47791"
"Waterford","1896","45046","47189"
"Waterford","1897","44445","46588"
"Waterford","1898","43843","45986"
"Waterford","1899","43242","45385"
"Waterford","1900","42640","44783"
"Waterford","1901","43005","44182"
"Waterford","1902","42738","43915"
"Waterford","1903","42471","43648"
"Waterford","1904","42205","43382"
"Waterford","1905","41938","43115"
"Waterford","1906","41672","42849"
"Waterford","1907","41405","42582"
"Waterford","1908","41138","42315"
"Waterford","1909","40872","42049"
"Waterford","1910","40605","41782"
"Waterford","1911","42450","41516"
"Waterford","1912","42291","41357"
"Waterford","1913","42132","41198"
"Waterford","1914","41974","41040"
"Waterford","1915","41815","40881"
"Waterford","1916","41656","40722"
"Waterford","1917","41498","40564"
"Waterford","1918","41339","40405"
"Waterford","1919","41180","40246"
"Waterford","1920","41022","40088"
"Waterford","1921","40863","39929"
"Waterford","1922","40704","39770"
"Waterford","1923","40546","39612"
"Waterford","1924","40387","39453"
"Waterford","1925","40228","39294"
"Waterford","1926","39426","39136"
"Waterford","1927","39321","39031"
"Waterford","1928","39216","38926"
"Waterford","1929","39111","38821"
"Waterford","1930","39006","38716"
"Waterford","1931","38901","38611"
"Waterford","1932","38796","38506"
"Waterford","1933","38691","38401"
"Waterford","1934","38586","38296"
"Waterford","1935","38481","38191"
"Waterford","1936","39528","38086"
"Waterford","1937","39521","38079"
"Waterford","1938","39515","38073"
"Waterford","1939","39508","38066"
"Waterford","1940","39502","38060"
"Waterford","1941","39495","38053"
"Waterford","1942","39489","38047"
"Waterford","1943","39482","38040"
"Waterford","1944","39476","38034"
"Waterford","1945","39469","38027"
"Waterford","1946","38087","38021"
"Waterford","1947","37902","37836"
"Waterford","1948","37717","37651"
"Waterford","1949","37533","37467"
"Waterford","1950","37348","37282"
"Waterford","1951","37963","37098"
"Waterford","1952","37954","37089"
"Waterford","1953","37945","37080"
"Waterford","1954","37936","37071"
"Waterford","1955","37927","37062"
"Waterford","1956","36977","37054"
"Waterford","1957","36748","36825"
"Waterford","1958","36519","36596"
"Waterford","1959","36291","36368"
"Waterford","1960","36062","36139"
"Waterford","1961","35528","35911"
"Waterford","1962","35668","36051"
"Waterford","1963","35809","36192"
"Waterford","1964","35949","36332"
"Waterford","1965","36090","36473"
"Waterford","1966","36466","36614"
"Waterford","1967","36852","37000"
"Waterford","1968","37238","37386"
"Waterford","1969","37624","37772"
"Waterford","1970","38010","38158"
"Waterford","1971","38770","38545"
"Waterford","1972","39367","39142"
"Waterford","1973","39964","39739"
"Waterford","1974","40561","40336"
"Waterford","1975","41158","40933"
"Waterford","1976","41755","41530"
"Waterford","1977","42352","42127"
"Waterford","1978","42949","42724"
"Waterford","1979","43956","43322"
"Waterford","1980","44334","43700"
"Waterford","1981","44513","44078"
"Waterford","1982","44804","44369"
"Waterford","1983","45095","44660"
"Waterford","1984","45386","44951"
"Waterford","1985","45677","45242"
"Waterford","1986","45618","45533"
"Waterford","1987","45688","45603"
"Waterford","1988","45759","45674"
"Waterford","1989","45829","45744"
"Waterford","1990","45900","45815"
"Waterford","1991","45738","45886"
"Waterford","1992","46036","46184"
"Waterford","1993","46334","46482"
"Waterford","1994","46633","46781"
"Waterford","1995","46931","47079"
"Waterford","1996","47302","47378"
"Waterford","1997","47884","47960"
"Waterford","1998","48467","48543"
"Waterford","1999","49049","49125"
"Waterford","2000","49632","49708"
"Waterford","2001","50215","50291"
"Waterford","2002","50672","50874"
"Waterford","2003","51436","51638"
"Waterford","2004","52201","52403"
"Waterford","2005","52965","53167"
"Waterford","2006","54029","53932"
"Waterford","2007","54535","54438"
"Waterford","2008","55041","54944"
"Waterford","2009","55548","55451"
"Waterford","2010","56054","55957"
"Waterford","2011","57331","56464"
"Waterford","2012","57568","56701"
"Waterford","2013","57805","56938"
"Waterford","2014","58043","57176"
"Waterford","2015","58280","57413"
"Waterford","2016","58525","57651"
"Westmeath","1841","70383","70917"
"Westmeath","1842","68822","69356"
"Westmeath","1843","67262","67796"
"Westmeath","1844","65701","66235"
"Westmeath","1845","64141","64675"
"Westmeath","1846","62580","63114"
"Westmeath","1847","61020","61554"
"Westmeath","1848","59459","59993"
"Westmeath","1849","57899","58433"
"Westmeath","1850","56338","56872"
"Westmeath","1851","56095","55312"
"Westmeath","1852","55029","54246"
"Westmeath","1853","53964","53181"
"Westmeath","1854","52899","52116"
"Westmeath","1855","51834","51051"
"Westmeath","1856","50769","49986"
"Westmeath","1857","49704","48921"
"Westmeath","1858","48639","47856"
"Westmeath","1859","47574","46791"
"Westmeath","1860","46509","45726"
"Westmeath","1861","46218","44661"
"Westmeath","1862","45614","44057"
"Westmeath","1863","45011","43454"
"Westmeath","1864","44408","42851"
"Westmeath","1865","43804","42247"
"Westmeath","1866","43201","41644"
"Westmeath","1867","42598","41041"
"Westmeath","1868","41994","40437"
"Westmeath","1869","41391","39834"
"Westmeath","1870","40788","39231"
"Westmeath","1871","39804","38628"
"Westmeath","1872","39473","38297"
"Westmeath","1873","39142","37966"
"Westmeath","1874","38811","37635"
"Westmeath","1875","38480","37304"
"Westmeath","1876","38149","36973"
"Westmeath","1877","37819","36643"
"Westmeath","1878","37488","36312"
"Westmeath","1879","37157","35981"
"Westmeath","1880","36826","35650"
"Westmeath","1881","36478","35320"
"Westmeath","1882","36064","34906"
"Westmeath","1883","35650","34492"
"Westmeath","1884","35236","34078"
"Westmeath","1885","34822","33664"
"Westmeath","1886","34408","33250"
"Westmeath","1887","33995","32837"
"Westmeath","1888","33581","32423"
"Westmeath","1889","33167","32009"
"Westmeath","1890","32753","31595"
"Westmeath","1891","33927","31182"
"Westmeath","1892","33783","31038"
"Westmeath","1893","33640","30895"
"Westmeath","1894","33497","30752"
"Westmeath","1895","33353","30608"
"Westmeath","1896","33210","30465"
"Westmeath","1897","33067","30322"
"Westmeath","1898","32923","30178"
"Westmeath","1899","32780","30035"
"Westmeath","1900","32637","29892"
"Westmeath","1901","31880","29749"
"Westmeath","1902","31712","29581"
"Westmeath","1903","31545","29414"
"Westmeath","1904","31378","29247"
"Westmeath","1905","31210","29079"
"Westmeath","1906","31043","28912"
"Westmeath","1907","30876","28745"
"Westmeath","1908","30708","28577"
"Westmeath","1909","30541","28410"
"Westmeath","1910","30374","28243"
"Westmeath","1911","31910","28076"
"Westmeath","1912","31816","27982"
"Westmeath","1913","31722","27888"
"Westmeath","1914","31628","27794"
"Westmeath","1915","31534","27700"
"Westmeath","1916","31440","27606"
"Westmeath","1917","31346","27512"
"Westmeath","1918","31252","27418"
"Westmeath","1919","31158","27324"
"Westmeath","1920","31064","27230"
"Westmeath","1921","30970","27136"
"Westmeath","1922","30876","27042"
"Westmeath","1923","30782","26948"
"Westmeath","1924","30688","26854"
"Westmeath","1925","30594","26760"
"Westmeath","1926","30151","26667"
"Westmeath","1927","30051","26567"
"Westmeath","1928","29951","26467"
"Westmeath","1929","29851","26367"
"Westmeath","1930","29751","26267"
"Westmeath","1931","29651","26167"
"Westmeath","1932","29551","26067"
"Westmeath","1933","29451","25967"
"Westmeath","1934","29351","25867"
"Westmeath","1935","29251","25767"
"Westmeath","1936","29039","25667"
"Westmeath","1937","29061","25689"
"Westmeath","1938","29083","25711"
"Westmeath","1939","29106","25734"
"Westmeath","1940","29128","25756"
"Westmeath","1941","29151","25779"
"Westmeath","1942","29173","25801"
"Westmeath","1943","29195","25823"
"Westmeath","1944","29218","25846"
"Westmeath","1945","29240","25868"
"Westmeath","1946","29058","25891"
"Westmeath","1947","29025","25858"
"Westmeath","1948","28992","25825"
"Westmeath","1949","28959","25792"
"Westmeath","1950","28926","25759"
"Westmeath","1951","28737","25726"
"Westmeath","1952","28795","25784"
"Westmeath","1953","28854","25843"
"Westmeath","1954","28913","25902"
"Westmeath","1955","28972","25961"
"Westmeath","1956","28102","26020"
"Westmeath","1957","28033","25951"
"Westmeath","1958","27965","25883"
"Westmeath","1959","27896","25814"
"Westmeath","1960","27828","25746"
"Westmeath","1961","27183","25678"
"Westmeath","1962","27207","25702"
"Westmeath","1963","27231","25726"
"Westmeath","1964","27255","25750"
"Westmeath","1965","27279","25774"
"Westmeath","1966","27101","25799"
"Westmeath","1967","27146","25844"
"Westmeath","1968","27191","25889"
"Westmeath","1969","27237","25935"
"Westmeath","1970","27282","25980"
"Westmeath","1971","27544","26026"
"Westmeath","1972","27956","26438"
"Westmeath","1973","28369","26851"
"Westmeath","1974","28782","27264"
"Westmeath","1975","29195","27677"
"Westmeath","1976","29607","28089"
"Westmeath","1977","30020","28502"
"Westmeath","1978","30433","28915"
"Westmeath","1979","30557","29328"
"Westmeath","1980","30960","29731"
"Westmeath","1981","31388","30135"
"Westmeath","1982","31627","30374"
"Westmeath","1983","31866","30613"
"Westmeath","1984","32105","30852"
"Westmeath","1985","32344","31091"
"Westmeath","1986","32048","31331"
"Westmeath","1987","31956","31239"
"Westmeath","1988","31865","31148"
"Westmeath","1989","31773","31056"
"Westmeath","1990","31682","30965"
"Westmeath","1991","31006","30874"
"Westmeath","1992","31174","31042"
"Westmeath","1993","31342","31210"
"Westmeath","1994","31510","31378"
"Westmeath","1995","31678","31546"
"Westmeath","1996","31599","31715"
"Westmeath","1997","32296","32412"
"Westmeath","1998","32993","33109"
"Westmeath","1999","33690","33806"
"Westmeath","2000","34387","34503"
"Westmeath","2001","35084","35200"
"Westmeath","2002","35960","35898"
"Westmeath","2003","36940","36878"
"Westmeath","2004","37920","37858"
"Westmeath","2005","38900","38838"
"Westmeath","2006","39527","39819"
"Westmeath","2007","40119","40411"
"Westmeath","2008","40712","41004"
"Westmeath","2009","41305","41597"
"Westmeath","2010","41898","42190"
"Westmeath","2011","43381","42783"
"Westmeath","2012","43640","43042"
"Westmeath","2013","43900","43302"
"Westmeath","2014","44160","43562"
"Westmeath","2015","44420","43822"
"Westmeath","2016","44688","44082"
"Wexford","1841","97918","104115"
"Wexford","1842","96828","103025"
"Wexford","1843","95739","101936"
"Wexford","1844","94649","100846"
"Wexford","1845","93560","99757"
"Wexford","1846","92470","98667"
"Wexford","1847","91381","97578"
"Wexford","1848","90291","96488"
"Wexford","1849","89202","95399"
"Wexford","1850","88112","94309"
"Wexford","1851","86938","93220"
"Wexford","1852","85101","91383"
"Wexford","1853","83264","89546"
"Wexford","1854","81427","87709"
"Wexford","1855","79590","85872"
"Wexford","1856","77753","84035"
"Wexford","1857","75916","82198"
"Wexford","1858","74079","80361"
"Wexford","1859","72242","78524"
"Wexford","1860","70405","76687"
"Wexford","1861","69104","74850"
"Wexford","1862","68465","74211"
"Wexford","1863","67827","73573"
"Wexford","1864","67189","72935"
"Wexford","1865","66550","72296"
"Wexford","1866","65912","71658"
"Wexford","1867","65274","71020"
"Wexford","1868","64635","70381"
"Wexford","1869","63997","69743"
"Wexford","1870","63359","69105"
"Wexford","1871","64199","68467"
"Wexford","1872","63644","67912"
"Wexford","1873","63090","67358"
"Wexford","1874","62536","66804"
"Wexford","1875","61982","66250"
"Wexford","1876","61428","65696"
"Wexford","1877","60874","65142"
"Wexford","1878","60320","64588"
"Wexford","1879","59766","64034"
"Wexford","1880","59212","63480"
"Wexford","1881","60928","62926"
"Wexford","1882","60319","62317"
"Wexford","1883","59711","61709"
"Wexford","1884","59103","61101"
"Wexford","1885","58494","60492"
"Wexford","1886","57886","59884"
"Wexford","1887","57278","59276"
"Wexford","1888","56669","58667"
"Wexford","1889","56061","58059"
"Wexford","1890","55453","57451"
"Wexford","1891","54935","56843"
"Wexford","1892","54485","56393"
"Wexford","1893","54036","55944"
"Wexford","1894","53586","55494"
"Wexford","1895","53137","55045"
"Wexford","1896","52687","54595"
"Wexford","1897","52238","54146"
"Wexford","1898","51788","53696"
"Wexford","1899","51339","53247"
"Wexford","1900","50889","52797"
"Wexford","1901","51756","52348"
"Wexford","1902","51591","52183"
"Wexford","1903","51427","52019"
"Wexford","1904","51263","51855"
"Wexford","1905","51098","51690"
"Wexford","1906","50934","51526"
"Wexford","1907","50770","51362"
"Wexford","1908","50605","51197"
"Wexford","1909","50441","51033"
"Wexford","1910","50277","50869"
"Wexford","1911","51568","50705"
"Wexford","1912","51339","50476"
"Wexford","1913","51111","50248"
"Wexford","1914","50882","50019"
"Wexford","1915","50654","49791"
"Wexford","1916","50425","49562"
"Wexford","1917","50197","49334"
"Wexford","1918","49968","49105"
"Wexford","1919","49740","48877"
"Wexford","1920","49511","48648"
"Wexford","1921","49283","48420"
"Wexford","1922","49054","48191"
"Wexford","1923","48826","47963"
"Wexford","1924","48597","47734"
"Wexford","1925","48369","47506"
"Wexford","1926","48570","47278"
"Wexford","1927","48409","47117"
"Wexford","1928","48248","46956"
"Wexford","1929","48087","46795"
"Wexford","1930","47926","46634"
"Wexford","1931","47765","46473"
"Wexford","1932","47604","46312"
"Wexford","1933","47443","46151"
"Wexford","1934","47282","45990"
"Wexford","1935","47121","45829"
"Wexford","1936","48577","45668"
"Wexford","1937","48534","45625"
"Wexford","1938","48492","45583"
"Wexford","1939","48449","45540"
"Wexford","1940","48407","45498"
"Wexford","1941","48364","45455"
"Wexford","1942","48322","45413"
"Wexford","1943","48280","45371"
"Wexford","1944","48237","45328"
"Wexford","1945","48195","45286"
"Wexford","1946","46611","45244"
"Wexford","1947","46379","45012"
"Wexford","1948","46148","44781"
"Wexford","1949","45916","44549"
"Wexford","1950","45685","44318"
"Wexford","1951","45945","44087"
"Wexford","1952","45737","43879"
"Wexford","1953","45529","43671"
"Wexford","1954","45322","43464"
"Wexford","1955","45114","43256"
"Wexford","1956","44210","43049"
"Wexford","1957","43836","42675"
"Wexford","1958","43462","42301"
"Wexford","1959","43088","41927"
"Wexford","1960","42714","41553"
"Wexford","1961","42128","41180"
"Wexford","1962","42125","41177"
"Wexford","1963","42122","41174"
"Wexford","1964","42120","41172"
"Wexford","1965","42117","41169"
"Wexford","1966","42270","41167"
"Wexford","1967","42553","41450"
"Wexford","1968","42836","41733"
"Wexford","1969","43119","42016"
"Wexford","1970","43402","42299"
"Wexford","1971","43768","42583"
"Wexford","1972","44376","43191"
"Wexford","1973","44984","43799"
"Wexford","1974","45592","44407"
"Wexford","1975","46200","45015"
"Wexford","1976","46808","45623"
"Wexford","1977","47416","46231"
"Wexford","1978","48024","46839"
"Wexford","1979","48974","47447"
"Wexford","1980","49623","48096"
"Wexford","1981","50336","48745"
"Wexford","1982","50741","49150"
"Wexford","1983","51146","49555"
"Wexford","1984","51551","49960"
"Wexford","1985","51956","50365"
"Wexford","1986","51782","50770"
"Wexford","1987","51753","50741"
"Wexford","1988","51724","50712"
"Wexford","1989","51695","50683"
"Wexford","1990","51666","50654"
"Wexford","1991","51444","50625"
"Wexford","1992","51706","50887"
"Wexford","1993","51969","51150"
"Wexford","1994","52232","51413"
"Wexford","1995","52495","51676"
"Wexford","1996","52432","51939"
"Wexford","1997","53513","53020"
"Wexford","1998","54594","54101"
"Wexford","1999","55675","55182"
"Wexford","2000","56756","56263"
"Wexford","2001","57837","57344"
"Wexford","2002","58170","58426"
"Wexford","2003","60081","60337"
"Wexford","2004","61992","62248"
"Wexford","2005","63903","64159"
"Wexford","2006","65679","66070"
"Wexford","2007","66846","67237"
"Wexford","2008","68014","68405"
"Wexford","2009","69182","69573"
"Wexford","2010","70350","70741"
"Wexford","2011","73411","71909"
"Wexford","2012","73773","72271"
"Wexford","2013","74136","72634"
"Wexford","2014","74498","72996"
"Wexford","2015","74861","73359"
"Wexford","2016","76000","73722"
"Wicklow","1841","63489","62654"
"Wicklow","1842","62098","61263"
"Wicklow","1843","60708","59873"
"Wicklow","1844","59317","58482"
"Wicklow","1845","57927","57092"
"Wicklow","1846","56536","55701"
"Wicklow","1847","55146","54311"
"Wicklow","1848","53755","52920"
"Wicklow","1849","52365","51530"
"Wicklow","1850","50974","50139"
"Wicklow","1851","50230","48749"
"Wicklow","1852","49590","48109"
"Wicklow","1853","48951","47470"
"Wicklow","1854","48312","46831"
"Wicklow","1855","47673","46192"
"Wicklow","1856","47034","45553"
"Wicklow","1857","46394","44913"
"Wicklow","1858","45755","44274"
"Wicklow","1859","45116","43635"
"Wicklow","1860","44477","42996"
"Wicklow","1861","44122","42357"
"Wicklow","1862","43806","42041"
"Wicklow","1863","43490","41725"
"Wicklow","1864","43175","41410"
"Wicklow","1865","42859","41094"
"Wicklow","1866","42544","40779"
"Wicklow","1867","42228","40463"
"Wicklow","1868","41912","40147"
"Wicklow","1869","41597","39832"
"Wicklow","1870","41281","39516"
"Wicklow","1871","39496","39201"
"Wicklow","1872","39104","38809"
"Wicklow","1873","38712","38417"
"Wicklow","1874","38321","38026"
"Wicklow","1875","37929","37634"
"Wicklow","1876","37538","37243"
"Wicklow","1877","37146","36851"
"Wicklow","1878","36754","36459"
"Wicklow","1879","36363","36068"
"Wicklow","1880","35971","35676"
"Wicklow","1881","35101","35285"
"Wicklow","1882","34680","34864"
"Wicklow","1883","34260","34444"
"Wicklow","1884","33840","34024"
"Wicklow","1885","33419","33603"
"Wicklow","1886","32999","33183"
"Wicklow","1887","32579","32763"
"Wicklow","1888","32158","32342"
"Wicklow","1889","31738","31922"
"Wicklow","1890","31318","31502"
"Wicklow","1891","31054","31082"
"Wicklow","1892","30969","30997"
"Wicklow","1893","30885","30913"
"Wicklow","1894","30801","30829"
"Wicklow","1895","30717","30745"
"Wicklow","1896","30632","30660"
"Wicklow","1897","30548","30576"
"Wicklow","1898","30464","30492"
"Wicklow","1899","30380","30408"
"Wicklow","1900","30296","30324"
"Wicklow","1901","30584","30240"
"Wicklow","1902","30519","30175"
"Wicklow","1903","30455","30111"
"Wicklow","1904","30391","30047"
"Wicklow","1905","30327","29983"
"Wicklow","1906","30262","29918"
"Wicklow","1907","30198","29854"
"Wicklow","1908","30134","29790"
"Wicklow","1909","30070","29726"
"Wicklow","1910","30006","29662"
"Wicklow","1911","31113","29598"
"Wicklow","1912","31051","29536"
"Wicklow","1913","30990","29475"
"Wicklow","1914","30929","29414"
"Wicklow","1915","30868","29353"
"Wicklow","1916","30806","29291"
"Wicklow","1917","30745","29230"
"Wicklow","1918","30684","29169"
"Wicklow","1919","30623","29108"
"Wicklow","1920","30562","29047"
"Wicklow","1921","30500","28985"
"Wicklow","1922","30439","28924"
"Wicklow","1923","30378","28863"
"Wicklow","1924","30317","28802"
"Wicklow","1925","30256","28741"
"Wicklow","1926","28911","28680"
"Wicklow","1927","28913","28682"
"Wicklow","1928","28915","28684"
"Wicklow","1929","28917","28686"
"Wicklow","1930","28919","28688"
"Wicklow","1931","28921","28690"
"Wicklow","1932","28923","28692"
"Wicklow","1933","28925","28694"
"Wicklow","1934","28927","28696"
"Wicklow","1935","28929","28698"
"Wicklow","1936","29868","28701"
"Wicklow","1937","30027","28860"
"Wicklow","1938","30187","29020"
"Wicklow","1939","30347","29180"
"Wicklow","1940","30507","29340"
"Wicklow","1941","30666","29499"
"Wicklow","1942","30826","29659"
"Wicklow","1943","30986","29819"
"Wicklow","1944","31146","29979"
"Wicklow","1945","31306","30139"
"Wicklow","1946","30152","30299"
"Wicklow","1947","30292","30439"
"Wicklow","1948","30433","30580"
"Wicklow","1949","30574","30721"
"Wicklow","1950","30715","30862"
"Wicklow","1951","31587","31003"
"Wicklow","1952","31381","30797"
"Wicklow","1953","31175","30591"
"Wicklow","1954","30969","30385"
"Wicklow","1955","30763","30179"
"Wicklow","1956","29933","29973"
"Wicklow","1957","29803","29843"
"Wicklow","1958","29673","29713"
"Wicklow","1959","29543","29583"
"Wicklow","1960","29413","29453"
"Wicklow","1961","29150","29323"
"Wicklow","1962","29324","29497"
"Wicklow","1963","29499","29672"
"Wicklow","1964","29674","29847"
"Wicklow","1965","29849","30022"
"Wicklow","1966","30231","30197"
"Wicklow","1967","30787","30753"
"Wicklow","1968","31343","31309"
"Wicklow","1969","31899","31865"
"Wicklow","1970","32455","32421"
"Wicklow","1971","33318","32977"
"Wicklow","1972","34443","34102"
"Wicklow","1973","35569","35228"
"Wicklow","1974","36694","36353"
"Wicklow","1975","37820","37479"
"Wicklow","1976","38945","38604"
"Wicklow","1977","40071","39730"
"Wicklow","1978","41196","40855"
"Wicklow","1979","41969","41981"
"Wicklow","1980","42871","42883"
"Wicklow","1981","43663","43786"
"Wicklow","1982","44418","44541"
"Wicklow","1983","45173","45296"
"Wicklow","1984","45928","46051"
"Wicklow","1985","46683","46806"
"Wicklow","1986","46980","47562"
"Wicklow","1987","47305","47887"
"Wicklow","1988","47630","48212"
"Wicklow","1989","47956","48538"
"Wicklow","1990","48281","48863"
"Wicklow","1991","48076","49189"
"Wicklow","1992","48610","49723"
"Wicklow","1993","49144","50257"
"Wicklow","1994","49678","50791"
"Wicklow","1995","50212","51325"
"Wicklow","1996","50823","51860"
"Wicklow","1997","51825","52862"
"Wicklow","1998","52828","53865"
"Wicklow","1999","53830","54867"
"Wicklow","2000","54833","55870"
"Wicklow","2001","55836","56873"
"Wicklow","2002","56800","57876"
"Wicklow","2003","58057","59133"
"Wicklow","2004","59314","60390"
"Wicklow","2005","60571","61647"
"Wicklow","2006","63289","62905"
"Wicklow","2007","64216","63832"
"Wicklow","2008","65143","64759"
"Wicklow","2009","66071","65687"
"Wicklow","2010","66998","66614"
"Wicklow","2011","69098","67542"
"Wicklow","2012","69620","68064"
"Wicklow","2013","70143","68587"
"Wicklow","2014","70666","69110"
"Wicklow","2015","71189","69633"
"Wicklow","2016","72269","70156"
