"County","Type","Bedrooms","Year","Rent"
"Kerry","All","3","2010","607.89"
"Kerry","All","3","2011","570.36"
"Kerry","All","3","2012","549.4"
"Kerry","All","3","2013","547.615"
"Kerry","All","3","2014","561.13"
"Kerry","All","3","2015","583.35"
"Kerry","All","3","2016","613.14"
"Kerry","All","3","2017","651.185"
"Kerry","All","3","2018","702.455"
"Kerry","All","3","2019","753.12"
"Kerry","All","3","2020","786.96"
"Kerry","All","3","2021","820.81"
"Kerry","All","4+","2008","810.285"
"Kerry","All","4+","2009","738.935"
"Kerry","All","4+","2010","653.435"
"Kerry","All","4+","2011","632.045"
"Kerry","All","4+","2012","618.565"
"Kerry","All","4+","2013","602.955"
"Kerry","All","4+","2014","617.945"
"Kerry","All","4+","2015","657.335"
"Kerry","All","4+","2016","690.32"
"Kerry","All","4+","2017","720.57"
"Kerry","All","4+","2018","769.76"
"Kerry","All","4+","2019","830.445"
"Kerry","All","4+","2020","872.62"
"Kerry","All","4+","2021","894.01"
"Kerry","All","All","2008","703.73"
"Kerry","All","All","2009","660.465"
"Kerry","All","All","2010","596.41"
"Kerry","All","All","2011","561.96"
"Kerry","All","All","2012","543.28"
"Kerry","All","All","2013","537.255"
"Kerry","All","All","2014","547.67"
"Kerry","All","All","2015","572.83"
"Kerry","All","All","2016","603.075"
"Kerry","All","All","2017","642.09"
"Kerry","All","All","2018","688.83"
"Kerry","All","All","2019","738.3"
"Kerry","All","All","2020","781.065"
"Kerry","All","All","2021","802.37"
"Kerry","Apartment","1","2008","572.87"
"Kerry","Apartment","1","2009","550.455"
"Kerry","Apartment","1","2010","495.315"
"Kerry","Apartment","1","2011","458.225"
"Kerry","Apartment","1","2012","439.13"
"Kerry","Apartment","1","2013","431.375"
"Kerry","Apartment","1","2014","441.48"
"Kerry","Apartment","1","2015","449.64"
"Kerry","Apartment","1","2016","476.375"
"Kerry","Apartment","1","2017","519.775"
"Kerry","Apartment","1","2018","540.39"
"Kerry","Apartment","1","2019","607.6"
"Kerry","Apartment","1","2020","626.945"
"Kerry","Apartment","1","2021","633.79"
"Kerry","Apartment","2","2008","702.755"
"Kerry","Apartment","2","2009","661.93"
"Kerry","Apartment","2","2010","581.905"
"Kerry","Apartment","2","2011","546.165"
"Kerry","Apartment","2","2012","518.155"
"Kerry","Apartment","2","2013","521.265"
"Kerry","Apartment","2","2014","533.43"
"Kerry","Apartment","2","2015","576.915"
"Kerry","Apartment","2","2016","614.5"
"Kerry","Apartment","2","2017","656.43"
"Kerry","Apartment","2","2018","709.06"
"Kerry","Apartment","2","2019","754.865"
"Kerry","Apartment","2","2020","817.09"
"Kerry","Apartment","2","2021","828.29"
"Kerry","Apartment","3","2008","601.64"
"Kerry","Apartment","3","2009","595.96"
"Kerry","Apartment","3","2010","588.61"
"Kerry","Apartment","3","2011","524.68"
"Kerry","Apartment","3","2012","540.12"
"Kerry","Apartment","3","2013","594.84"
"Kerry","Apartment","3","2014","585.195"
"Kerry","Apartment","3","2015","597.46"
"Kerry","Apartment","3","2016","597.685"
"Kerry","Apartment","3","2017","679.755"
"Kerry","Apartment","3","2018","722.285"
"Kerry","Apartment","3","2019","783.855"
"Kerry","Apartment","3","2020","825.62"
"Kerry","Apartment","3","2021","894.66"
"Kerry","Apartment","4+","2008","215.94"
"Kerry","Apartment","4+","2009","0"
"Kerry","Apartment","4+","2010","0"
"Kerry","Apartment","4+","2011","0"
"Kerry","Apartment","4+","2012","0"
"Kerry","Apartment","4+","2013","0"
"Kerry","Apartment","4+","2014","0"
"Kerry","Apartment","4+","2015","0"
"Kerry","Apartment","4+","2016","0"
"Kerry","Apartment","4+","2017","0"
"Kerry","Apartment","4+","2018","0"
"Kerry","Apartment","4+","2019","0"
"Kerry","Apartment","4+","2020","489.27"
"Kerry","Apartment","4+","2021","0"
"Kerry","Apartment","All","2008","654.74"
"Kerry","Apartment","All","2009","621.385"
"Kerry","Apartment","All","2010","557.71"
"Kerry","Apartment","All","2011","524.105"
"Kerry","Apartment","All","2012","504.705"
"Kerry","Apartment","All","2013","505.97"
"Kerry","Apartment","All","2014","516.415"
"Kerry","Apartment","All","2015","549.185"
"Kerry","Apartment","All","2016","581.375"
"Kerry","Apartment","All","2017","627.67"
"Kerry","Apartment","All","2018","675.095"
"Kerry","Apartment","All","2019","730.63"
"Kerry","Apartment","All","2020","780.34"
"Kerry","Apartment","All","2021","779.93"
"Kerry","Detached house","1","2008","0"
"Kerry","Detached house","1","2009","0"
"Kerry","Detached house","1","2010","0"
"Kerry","Detached house","1","2011","0"
"Kerry","Detached house","1","2012","0"
"Kerry","Detached house","1","2013","0"
"Kerry","Detached house","1","2014","0"
"Kerry","Detached house","1","2015","0"
"Kerry","Detached house","1","2016","0"
"Kerry","Detached house","1","2017","0"
"Kerry","Detached house","1","2018","0"
"Kerry","Detached house","1","2019","0"
"Kerry","Detached house","1","2020","0"
"Kerry","Detached house","1","2021","0"
"Kerry","Detached house","2","2008","285.52"
"Kerry","Detached house","2","2009","540.915"
"Kerry","Detached house","2","2010","488.985"
"Kerry","Detached house","2","2011","467.57"
"Kerry","Detached house","2","2012","452.615"
"Kerry","Detached house","2","2013","474.625"
"Kerry","Detached house","2","2014","483.805"
"Kerry","Detached house","2","2015","499.935"
"Kerry","Detached house","2","2016","507.845"
"Kerry","Detached house","2","2017","551.055"
"Kerry","Detached house","2","2018","602.405"
"Kerry","Detached house","2","2019","634.57"
"Kerry","Detached house","2","2020","675.31"
"Kerry","Detached house","2","2021","691.19"
"Kerry","Detached house","3","2008","676.5"
"Kerry","Detached house","3","2009","630.475"
"Kerry","Detached house","3","2010","585.085"
"Kerry","Detached house","3","2011","545.12"
"Kerry","Detached house","3","2012","530.065"
"Kerry","Detached house","3","2013","519.375"
"Kerry","Detached house","3","2014","527.445"
"Kerry","Detached house","3","2015","546.46"
"Kerry","Detached house","3","2016","584.445"
"Kerry","Detached house","3","2017","620"
"Kerry","Detached house","3","2018","673.695"
"Kerry","Detached house","3","2019","704.01"
"Kerry","Detached house","3","2020","736.975"
"Kerry","Detached house","3","2021","778.18"
"Kerry","Detached house","4+","2008","777.865"
"Kerry","Detached house","4+","2009","706.55"
"Kerry","Detached house","4+","2010","642.26"
"Kerry","Detached house","4+","2011","626.885"
"Kerry","Detached house","4+","2012","616.275"
"Kerry","Detached house","4+","2013","596.53"
"Kerry","Detached house","4+","2014","613.09"
"Kerry","Detached house","4+","2015","646.755"
"Kerry","Detached house","4+","2016","683.555"
"Kerry","Detached house","4+","2017","713.895"
"Kerry","Detached house","4+","2018","760.55"
"Kerry","Detached house","4+","2019","811.975"
"Kerry","Detached house","4+","2020","853.745"
"Kerry","Detached house","4+","2021","887.63"
"Kerry","Detached house","All","2008","719.425"
"Kerry","Detached house","All","2009","658.405"
"Kerry","Detached house","All","2010","603.4"
"Kerry","Detached house","All","2011","575.65"
"Kerry","Detached house","All","2012","561.63"
"Kerry","Detached house","All","2013","552.765"
"Kerry","Detached house","All","2014","563.725"
"Kerry","Detached house","All","2015","586.86"
"Kerry","Detached house","All","2016","621.44"
"Kerry","Detached house","All","2017","653.86"
"Kerry","Detached house","All","2018","703.905"
"Kerry","Detached house","All","2019","747.62"
"Kerry","Detached house","All","2020","784.105"
"Kerry","Detached house","All","2021","819.25"
"Kerry","Other flats","1","2008","210.59"
"Kerry","Other flats","1","2009","387.64"
"Kerry","Other flats","1","2010","187.975"
"Kerry","Other flats","1","2011","363.445"
"Kerry","Other flats","1","2012","353.485"
"Kerry","Other flats","1","2013","345.16"
"Kerry","Other flats","1","2014","351.805"
"Kerry","Other flats","1","2015","361.88"
"Kerry","Other flats","1","2016","378.525"
"Kerry","Other flats","1","2017","411.445"
"Kerry","Other flats","1","2018","425.745"
"Kerry","Other flats","1","2019","445.465"
"Kerry","Other flats","1","2020","514.61"
"Kerry","Other flats","1","2021","521.91"
"Kerry","Other flats","2","2008","255.22"
"Kerry","Other flats","2","2009","0"
"Kerry","Other flats","2","2010","0"
"Kerry","Other flats","2","2011","191.66"
"Kerry","Other flats","2","2012","203.51"
"Kerry","Other flats","2","2013","415.17"
"Kerry","Other flats","2","2014","418.245"
"Kerry","Other flats","2","2015","425.825"
"Kerry","Other flats","2","2016","446.625"
"Kerry","Other flats","2","2017","490.44"
"Kerry","Other flats","2","2018","260.735"
"Kerry","Other flats","2","2019","574.055"
"Kerry","Other flats","2","2020","0"
"Kerry","Other flats","2","2021","0"
"Kerry","Other flats","3","2008","0"
"Kerry","Other flats","3","2009","0"
"Kerry","Other flats","3","2010","0"
"Kerry","Other flats","3","2011","0"
"Kerry","Other flats","3","2012","0"
"Kerry","Other flats","3","2013","0"
"Kerry","Other flats","3","2014","0"
"Kerry","Other flats","3","2015","0"
"Kerry","Other flats","3","2016","0"
"Kerry","Other flats","3","2017","0"
"Kerry","Other flats","3","2018","0"
"Kerry","Other flats","3","2019","0"
"Kerry","Other flats","3","2020","0"
"Kerry","Other flats","3","2021","0"
"Kerry","Other flats","4+","2008","0"
"Kerry","Other flats","4+","2009","0"
"Kerry","Other flats","4+","2010","0"
"Kerry","Other flats","4+","2011","0"
"Kerry","Other flats","4+","2012","0"
"Kerry","Other flats","4+","2013","0"
"Kerry","Other flats","4+","2014","0"
"Kerry","Other flats","4+","2015","0"
"Kerry","Other flats","4+","2016","0"
"Kerry","Other flats","4+","2017","0"
"Kerry","Other flats","4+","2018","0"
"Kerry","Other flats","4+","2019","0"
"Kerry","Other flats","4+","2020","0"
"Kerry","Other flats","4+","2021","0"
"Kerry","Other flats","All","2008","500.135"
"Kerry","Other flats","All","2009","458.565"
"Kerry","Other flats","All","2010","419.885"
"Kerry","Other flats","All","2011","379.89"
"Kerry","Other flats","All","2012","379.785"
"Kerry","Other flats","All","2013","379.735"
"Kerry","Other flats","All","2014","377.735"
"Kerry","Other flats","All","2015","386.675"
"Kerry","Other flats","All","2016","403.57"
"Kerry","Other flats","All","2017","449.055"
"Kerry","Other flats","All","2018","473.175"
"Kerry","Other flats","All","2019","501.945"
"Kerry","Other flats","All","2020","565.21"
"Kerry","Other flats","All","2021","586.39"
"Kerry","Semi detached house","1","2008","0"
"Kerry","Semi detached house","1","2009","0"
"Kerry","Semi detached house","1","2010","0"
"Kerry","Semi detached house","1","2011","0"
"Kerry","Semi detached house","1","2012","0"
"Kerry","Semi detached house","1","2013","0"
"Kerry","Semi detached house","1","2014","0"
"Kerry","Semi detached house","1","2015","0"
"Kerry","Semi detached house","1","2016","0"
"Kerry","Semi detached house","1","2017","0"
"Kerry","Semi detached house","1","2018","0"
"Kerry","Semi detached house","1","2019","0"
"Kerry","Semi detached house","1","2020","0"
"Kerry","Semi detached house","1","2021","0"
"Kerry","Semi detached house","2","2008","649.265"
"Kerry","Semi detached house","2","2009","614.3"
"Kerry","Semi detached house","2","2010","550.43"
"Kerry","Semi detached house","2","2011","518.105"
"Kerry","Semi detached house","2","2012","509.48"
"Kerry","Semi detached house","2","2013","509.01"
"Kerry","Semi detached house","2","2014","530.69"
"Kerry","Semi detached house","2","2015","540.16"
"Kerry","Semi detached house","2","2016","553.255"
"Kerry","Semi detached house","2","2017","581.645"
"Kerry","Semi detached house","2","2018","624.32"
"Kerry","Semi detached house","2","2019","631.05"
"Kerry","Semi detached house","2","2020","689.78"
"Kerry","Semi detached house","2","2021","723.59"
"Kerry","Semi detached house","3","2008","728.505"
"Kerry","Semi detached house","3","2009","675.02"
"Kerry","Semi detached house","3","2010","620.06"
"Kerry","Semi detached house","3","2011","584.82"
"Kerry","Semi detached house","3","2012","561.865"
"Kerry","Semi detached house","3","2013","559.585"
"Kerry","Semi detached house","3","2014","570.31"
"Kerry","Semi detached house","3","2015","595.725"
"Kerry","Semi detached house","3","2016","632.495"
"Kerry","Semi detached house","3","2017","668.01"
"Kerry","Semi detached house","3","2018","721.575"
"Kerry","Semi detached house","3","2019","778.985"
"Kerry","Semi detached house","3","2020","801.755"
"Kerry","Semi detached house","3","2021","827.46"
"Kerry","Semi detached house","4+","2008","864.445"
"Kerry","Semi detached house","4+","2009","789.71"
"Kerry","Semi detached house","4+","2010","673.8"
"Kerry","Semi detached house","4+","2011","634.485"
"Kerry","Semi detached house","4+","2012","621.035"
"Kerry","Semi detached house","4+","2013","614.805"
"Kerry","Semi detached house","4+","2014","628.695"
"Kerry","Semi detached house","4+","2015","655.49"
"Kerry","Semi detached house","4+","2016","689.63"
"Kerry","Semi detached house","4+","2017","733.955"
"Kerry","Semi detached house","4+","2018","782.88"
"Kerry","Semi detached house","4+","2019","836.07"
"Kerry","Semi detached house","4+","2020","879.405"
"Kerry","Semi detached house","4+","2021","915.28"
"Kerry","Semi detached house","All","2008","752.395"
"Kerry","Semi detached house","All","2009","695.525"
"Kerry","Semi detached house","All","2010","624.725"
"Kerry","Semi detached house","All","2011","590.735"
"Kerry","Semi detached house","All","2012","570.11"
"Kerry","Semi detached house","All","2013","567.525"
"Kerry","Semi detached house","All","2014","580.07"
"Kerry","Semi detached house","All","2015","603.38"
"Kerry","Semi detached house","All","2016","636.75"
"Kerry","Semi detached house","All","2017","674.76"
"Kerry","Semi detached house","All","2018","724.455"
"Kerry","Semi detached house","All","2019","776.045"
"Kerry","Semi detached house","All","2020","804.23"
"Kerry","Semi detached house","All","2021","831.23"
"Kerry","Terrace house","1","2008","0"
"Kerry","Terrace house","1","2009","0"
"Kerry","Terrace house","1","2010","0"
"Kerry","Terrace house","1","2011","0"
"Kerry","Terrace house","1","2012","0"
"Kerry","Terrace house","1","2013","0"
"Kerry","Terrace house","1","2014","0"
"Kerry","Terrace house","1","2015","0"
"Kerry","Terrace house","1","2016","0"
"Kerry","Terrace house","1","2017","0"
"Kerry","Terrace house","1","2018","0"
"Kerry","Terrace house","1","2019","0"
"Kerry","Terrace house","1","2020","0"
"Kerry","Terrace house","1","2021","0"
"Kerry","Terrace house","2","2008","634.655"
"Kerry","Terrace house","2","2009","587.86"
"Kerry","Terrace house","2","2010","537.1"
"Kerry","Terrace house","2","2011","494.475"
"Kerry","Terrace house","2","2012","492.705"
"Kerry","Terrace house","2","2013","494.865"
"Kerry","Terrace house","2","2014","493.685"
"Kerry","Terrace house","2","2015","503.98"
"Kerry","Terrace house","2","2016","541.22"
"Kerry","Terrace house","2","2017","594.725"
"Kerry","Terrace house","2","2018","633.25"
"Kerry","Terrace house","2","2019","674.2"
"Kerry","Terrace house","2","2020","711.76"
"Kerry","Terrace house","2","2021","754.35"
"Kerry","Terrace house","3","2008","728.73"
"Kerry","Terrace house","3","2009","670.18"
"Kerry","Terrace house","3","2010","593.43"
"Kerry","Terrace house","3","2011","569.09"
"Kerry","Terrace house","3","2012","541.965"
"Kerry","Terrace house","3","2013","533.995"
"Kerry","Terrace house","3","2014","574.48"
"Kerry","Terrace house","3","2015","591.45"
"Kerry","Terrace house","3","2016","595.055"
"Kerry","Terrace house","3","2017","632.59"
"Kerry","Terrace house","3","2018","673.46"
"Kerry","Terrace house","3","2019","732.97"
"Kerry","Terrace house","3","2020","793.705"
"Kerry","Terrace house","3","2021","828.17"
"Kerry","Terrace house","4+","2008","356.665"
"Kerry","Terrace house","4+","2009","348.58"
"Kerry","Terrace house","4+","2010","341.395"
"Kerry","Terrace house","4+","2011","667.215"
"Kerry","Terrace house","4+","2012","624.82"
"Kerry","Terrace house","4+","2013","618.185"
"Kerry","Terrace house","4+","2014","610.15"
"Kerry","Terrace house","4+","2015","314.415"
"Kerry","Terrace house","4+","2016","648.51"
"Kerry","Terrace house","4+","2017","631.23"
"Kerry","Terrace house","4+","2018","694.085"
"Kerry","Terrace house","4+","2019","389.11"
"Kerry","Terrace house","4+","2020","0"
"Kerry","Terrace house","4+","2021","0"
"Kerry","Terrace house","All","2008","696.855"
"Kerry","Terrace house","All","2009","650.415"
"Kerry","Terrace house","All","2010","586.29"
"Kerry","Terrace house","All","2011","560.625"
"Kerry","Terrace house","All","2012","537.835"
"Kerry","Terrace house","All","2013","528.48"
"Kerry","Terrace house","All","2014","553.425"
"Kerry","Terrace house","All","2015","569.135"
"Kerry","Terrace house","All","2016","583.57"
"Kerry","Terrace house","All","2017","620.265"
"Kerry","Terrace house","All","2018","656.315"
"Kerry","Terrace house","All","2019","715.29"
"Kerry","Terrace house","All","2020","766.72"
"Kerry","Terrace house","All","2021","796.5"
"Kildare","All","1","2008","740.615"
"Kildare","All","1","2009","675.745"
"Kildare","All","1","2010","617.92"
"Kildare","All","1","2011","580.25"
"Kildare","All","1","2012","555.43"
"Kildare","All","1","2013","551.285"
"Kildare","All","1","2014","580.79"
"Kildare","All","1","2015","640.81"
"Kildare","All","1","2016","730.755"
"Kildare","All","1","2017","804.075"
"Kildare","All","1","2018","852.735"
"Kildare","All","1","2019","885.59"
"Kildare","All","1","2020","926.855"
"Kildare","All","1","2021","959.94"
"Kildare","All","2","2008","952.65"
"Kildare","All","2","2009","859.67"
"Kildare","All","2","2010","747.505"
"Kildare","All","2","2011","716.075"
"Kildare","All","2","2012","705.805"
"Kildare","All","2","2013","715.985"
"Kildare","All","2","2014","767.045"
"Kildare","All","2","2015","848.705"
"Kildare","All","2","2016","938.595"
"Kildare","All","2","2017","1018.06"
"Kildare","All","2","2018","1087.33"
"Kildare","All","2","2019","1145.05"
"Kildare","All","2","2020","1210.72"
"Kildare","All","2","2021","1260.5"
"Kildare","All","3","2008","1066.95"
"Kildare","All","3","2009","962.575"
"Kildare","All","3","2010","848.49"
"Kildare","All","3","2011","811.975"
"Kildare","All","3","2012","796.74"
"Kildare","All","3","2013","812.23"
"Kildare","All","3","2014","863.505"
"Kildare","All","3","2015","946.01"
"Kildare","All","3","2016","1031.15"
"Kildare","All","3","2017","1128.92"
"Kildare","All","3","2018","1201.55"
"Kildare","All","3","2019","1285.37"
"Kildare","All","3","2020","1381.53"
"Kildare","All","3","2021","1443.51"
"Kildare","All","4+","2008","1259.89"
"Kildare","All","4+","2009","1132.95"
"Kildare","All","4+","2010","1002.54"
"Kildare","All","4+","2011","981.16"
"Kildare","All","4+","2012","984.175"
"Kildare","All","4+","2013","997.915"
"Kildare","All","4+","2014","1096.66"
"Kildare","All","4+","2015","1226.47"
"Kildare","All","4+","2016","1311.09"
"Kildare","All","4+","2017","1417.51"
"Kildare","All","4+","2018","1498.57"
"Kildare","All","4+","2019","1563.22"
"Kildare","All","4+","2020","1638.38"
"Kildare","All","4+","2021","1675.33"
"Kildare","All","All","2008","1023.77"
"Kildare","All","All","2009","929.505"
"Kildare","All","All","2010","817.87"
"Kildare","All","All","2011","787.78"
"Kildare","All","All","2012","777.845"
"Kildare","All","All","2013","787.535"
"Kildare","All","All","2014","842.19"
"Kildare","All","All","2015","928.895"
"Kildare","All","All","2016","1014.4"
"Kildare","All","All","2017","1100.73"
"Kildare","All","All","2018","1164.88"
"Kildare","All","All","2019","1224.82"
"Kildare","All","All","2020","1304.22"
"Kildare","All","All","2021","1349.43"
"Kildare","Apartment","1","2008","766.92"
"Kildare","Apartment","1","2009","689.785"
"Kildare","Apartment","1","2010","630.49"
"Kildare","Apartment","1","2011","595.485"
"Kildare","Apartment","1","2012","569.555"
"Kildare","Apartment","1","2013","565.735"
"Kildare","Apartment","1","2014","607.635"
"Kildare","Apartment","1","2015","671.45"
"Kildare","Apartment","1","2016","747.33"
"Kildare","Apartment","1","2017","826.85"
"Kildare","Apartment","1","2018","878.59"
"Kildare","Apartment","1","2019","906.185"
"Kildare","Apartment","1","2020","957.59"
"Kildare","Apartment","1","2021","990.81"
"Kildare","Apartment","2","2008","959.37"
"Kildare","Apartment","2","2009","860.245"
"Kildare","Apartment","2","2010","744.815"
"Kildare","Apartment","2","2011","716.385"
"Kildare","Apartment","2","2012","709.725"
"Kildare","Apartment","2","2013","719.68"
"Kildare","Apartment","2","2014","768.64"
"Kildare","Apartment","2","2015","855.72"
"Kildare","Apartment","2","2016","946.05"
"Kildare","Apartment","2","2017","1028.93"
"Kildare","Apartment","2","2018","1098.12"
"Kildare","Apartment","2","2019","1161.92"
"Kildare","Apartment","2","2020","1222.43"
"Kildare","Apartment","2","2021","1269.69"
"Kildare","Apartment","3","2008","1115.14"
"Kildare","Apartment","3","2009","981.345"
"Kildare","Apartment","3","2010","874.045"
"Kildare","Apartment","3","2011","844.9"
"Kildare","Apartment","3","2012","813.92"
"Kildare","Apartment","3","2013","827.83"
"Kildare","Apartment","3","2014","894.17"
"Kildare","Apartment","3","2015","998.415"
"Kildare","Apartment","3","2016","1064.78"
"Kildare","Apartment","3","2017","1160.82"
"Kildare","Apartment","3","2018","1281.32"
"Kildare","Apartment","3","2019","1480.75"
"Kildare","Apartment","3","2020","1565.41"
"Kildare","Apartment","3","2021","1608.23"
"Kildare","Apartment","4+","2008","0"
"Kildare","Apartment","4+","2009","0"
"Kildare","Apartment","4+","2010","0"
"Kildare","Apartment","4+","2011","0"
"Kildare","Apartment","4+","2012","0"
"Kildare","Apartment","4+","2013","0"
"Kildare","Apartment","4+","2014","0"
"Kildare","Apartment","4+","2015","0"
"Kildare","Apartment","4+","2016","0"
"Kildare","Apartment","4+","2017","0"
"Kildare","Apartment","4+","2018","0"
"Kildare","Apartment","4+","2019","0"
"Kildare","Apartment","4+","2020","0"
"Kildare","Apartment","4+","2021","0"
"Kildare","Apartment","All","2008","927.985"
"Kildare","Apartment","All","2009","835.08"
"Kildare","Apartment","All","2010","731.77"
"Kildare","Apartment","All","2011","701.325"
"Kildare","Apartment","All","2012","690.42"
"Kildare","Apartment","All","2013","698.03"
"Kildare","Apartment","All","2014","747.835"
"Kildare","Apartment","All","2015","831.415"
"Kildare","Apartment","All","2016","914.525"
"Kildare","Apartment","All","2017","997.995"
"Kildare","Apartment","All","2018","1063.12"
"Kildare","Apartment","All","2019","1130.02"
"Kildare","Apartment","All","2020","1193.44"
"Kildare","Apartment","All","2021","1237.52"
"Kildare","Detached house","1","2008","0"
"Kildare","Detached house","1","2009","0"
"Kildare","Detached house","1","2010","0"
"Kildare","Detached house","1","2011","0"
"Kildare","Detached house","1","2012","0"
"Kildare","Detached house","1","2013","0"
"Kildare","Detached house","1","2014","0"
"Kildare","Detached house","1","2015","0"
"Kildare","Detached house","1","2016","0"
"Kildare","Detached house","1","2017","347.825"
"Kildare","Detached house","1","2018","0"
"Kildare","Detached house","1","2019","0"
"Kildare","Detached house","1","2020","0"
"Kildare","Detached house","1","2021","0"
"Kildare","Detached house","2","2008","448.865"
"Kildare","Detached house","2","2009","845.27"
"Kildare","Detached house","2","2010","737.55"
"Kildare","Detached house","2","2011","646.815"
"Kildare","Detached house","2","2012","635.225"
"Kildare","Detached house","2","2013","620.105"
"Kildare","Detached house","2","2014","711.72"
"Kildare","Detached house","2","2015","768.555"
"Kildare","Detached house","2","2016","869.085"
"Kildare","Detached house","2","2017","962.34"
"Kildare","Detached house","2","2018","978.41"
"Kildare","Detached house","2","2019","1015.74"
"Kildare","Detached house","2","2020","1126.41"
"Kildare","Detached house","2","2021","1147.47"
"Kildare","Detached house","3","2008","1033.6"
"Kildare","Detached house","3","2009","947.165"
"Kildare","Detached house","3","2010","841.785"
"Kildare","Detached house","3","2011","789.415"
"Kildare","Detached house","3","2012","808.535"
"Kildare","Detached house","3","2013","822.955"
"Kildare","Detached house","3","2014","859.63"
"Kildare","Detached house","3","2015","949.04"
"Kildare","Detached house","3","2016","1048.44"
"Kildare","Detached house","3","2017","1153.3"
"Kildare","Detached house","3","2018","1220.34"
"Kildare","Detached house","3","2019","1263.93"
"Kildare","Detached house","3","2020","1329.51"
"Kildare","Detached house","3","2021","1367.58"
"Kildare","Detached house","4+","2008","1323.53"
"Kildare","Detached house","4+","2009","1185.94"
"Kildare","Detached house","4+","2010","1052.86"
"Kildare","Detached house","4+","2011","1024.29"
"Kildare","Detached house","4+","2012","1026.93"
"Kildare","Detached house","4+","2013","1048.02"
"Kildare","Detached house","4+","2014","1155.75"
"Kildare","Detached house","4+","2015","1315.72"
"Kildare","Detached house","4+","2016","1400.8"
"Kildare","Detached house","4+","2017","1524.87"
"Kildare","Detached house","4+","2018","1608.24"
"Kildare","Detached house","4+","2019","1670.66"
"Kildare","Detached house","4+","2020","1723.6"
"Kildare","Detached house","4+","2021","1747.84"
"Kildare","Detached house","All","2008","1194.36"
"Kildare","Detached house","All","2009","1070.14"
"Kildare","Detached house","All","2010","948.255"
"Kildare","Detached house","All","2011","900.05"
"Kildare","Detached house","All","2012","905.795"
"Kildare","Detached house","All","2013","920.255"
"Kildare","Detached house","All","2014","1003.38"
"Kildare","Detached house","All","2015","1128.94"
"Kildare","Detached house","All","2016","1220.48"
"Kildare","Detached house","All","2017","1324.14"
"Kildare","Detached house","All","2018","1383.71"
"Kildare","Detached house","All","2019","1423.78"
"Kildare","Detached house","All","2020","1494.33"
"Kildare","Detached house","All","2021","1529.26"
"Kildare","Other flats","1","2008","279.32"
"Kildare","Other flats","1","2009","560.06"
"Kildare","Other flats","1","2010","514.89"
"Kildare","Other flats","1","2011","489.905"
"Kildare","Other flats","1","2012","469.575"
"Kildare","Other flats","1","2013","439.845"
"Kildare","Other flats","1","2014","458.72"
"Kildare","Other flats","1","2015","506.38"
"Kildare","Other flats","1","2016","631.85"
"Kildare","Other flats","1","2017","640.47"
"Kildare","Other flats","1","2018","712.93"
"Kildare","Other flats","1","2019","755.05"
"Kildare","Other flats","1","2020","742.11"
"Kildare","Other flats","1","2021","776.3"
"Kildare","Other flats","2","2008","0"
"Kildare","Other flats","2","2009","0"
"Kildare","Other flats","2","2010","0"
"Kildare","Other flats","2","2011","0"
"Kildare","Other flats","2","2012","295.415"
"Kildare","Other flats","2","2013","0"
"Kildare","Other flats","2","2014","0"
"Kildare","Other flats","2","2015","660.505"
"Kildare","Other flats","2","2016","791.77"
"Kildare","Other flats","2","2017","868.22"
"Kildare","Other flats","2","2018","434.22"
"Kildare","Other flats","2","2019","466.805"
"Kildare","Other flats","2","2020","963"
"Kildare","Other flats","2","2021","0"
"Kildare","Other flats","3","2008","0"
"Kildare","Other flats","3","2009","0"
"Kildare","Other flats","3","2010","0"
"Kildare","Other flats","3","2011","0"
"Kildare","Other flats","3","2012","0"
"Kildare","Other flats","3","2013","0"
"Kildare","Other flats","3","2014","0"
"Kildare","Other flats","3","2015","0"
"Kildare","Other flats","3","2016","0"
"Kildare","Other flats","3","2017","0"
"Kildare","Other flats","3","2018","0"
"Kildare","Other flats","3","2019","0"
"Kildare","Other flats","3","2020","0"
"Kildare","Other flats","3","2021","0"
"Kildare","Other flats","4+","2008","0"
"Kildare","Other flats","4+","2009","0"
"Kildare","Other flats","4+","2010","0"
"Kildare","Other flats","4+","2011","0"
"Kildare","Other flats","4+","2012","0"
"Kildare","Other flats","4+","2013","0"
"Kildare","Other flats","4+","2014","0"
"Kildare","Other flats","4+","2015","0"
"Kildare","Other flats","4+","2016","0"
"Kildare","Other flats","4+","2017","0"
"Kildare","Other flats","4+","2018","0"
"Kildare","Other flats","4+","2019","0"
"Kildare","Other flats","4+","2020","0"
"Kildare","Other flats","4+","2021","0"
"Kildare","Other flats","All","2008","634.51"
"Kildare","Other flats","All","2009","600.32"
"Kildare","Other flats","All","2010","544.175"
"Kildare","Other flats","All","2011","541.6"
"Kildare","Other flats","All","2012","506.78"
"Kildare","Other flats","All","2013","500.905"
"Kildare","Other flats","All","2014","536.75"
"Kildare","Other flats","All","2015","568.215"
"Kildare","Other flats","All","2016","686.93"
"Kildare","Other flats","All","2017","728.775"
"Kildare","Other flats","All","2018","780.74"
"Kildare","Other flats","All","2019","845.265"
"Kildare","Other flats","All","2020","879.085"
"Kildare","Other flats","All","2021","895.94"
"Kildare","Semi detached house","1","2008","323.83"
"Kildare","Semi detached house","1","2009","651.9"
"Kildare","Semi detached house","1","2010","602.36"
"Kildare","Semi detached house","1","2011","0"
"Kildare","Semi detached house","1","2012","0"
